model.dimensions.length,model.dimensions.width,model.dimensions.height,model.tank_volume,model.rotors.number,model.nozzles.number,model.swath_width.min,model.swath_width.max,experiment.weather.temperature.min,experiment.weather.temperature.max,experiment.weather.humidity.min,experiment.weather.humidity.max,experiment.weather.velocity.min,experiment.weather.velocity.max,experiment.params.height,experiment.params.flight_speed,experiment.params.spray_volume,plant.name_tea,plant.name_wheat,model.name_AGRAS T20,model.name_AGRAS T30,model.name_AGRAS T40,model.nozzles.type_LX8060SZ,model.nozzles.type_SX11001VS,model.nozzles.type_XR110015,model.water_pump.type_diaphragm pump,model.water_pump.type_magnetic drive impeller pump,model.water_pump.type_plunger pump,experiment.params.atomization_diameter_coarse,experiment.params.atomization_diameter_fine,experiment.params.atomization_diameter_medium,experiment.params.atomization_diameter_off,experiment.results.droplet_size.value
2.9,2.7,0.8,30,6,16,4,9,23.028,31.542,47.657,71.374,0.19,1.554,1.883,3.062,32.7,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,248.862
2.9,2.7,0.8,30,6,16,4,9,22.881,31.575,49.419,71.1,0.191,1.725,2.131,2.895,28.453,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,255.053
2.9,2.7,0.8,30,6,16,4,9,23.161,30.4,47.202,72.112,0.209,1.67,2.067,2.782,29.821,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,252.17
2.9,2.7,0.8,30,6,16,4,9,22.99,31.859,47.509,71.045,0.205,1.592,1.976,3.191,32.35,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,245.941
2.9,2.7,0.8,30,6,16,4,9,22.267,31.302,49.438,69.677,0.206,1.653,1.995,2.794,32.223,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,254.458
2.9,2.7,0.8,30,6,16,4,9,23.0,31.0,48.0,72.0,0.2,1.6,3.5,3.0,30.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,237.2
2.9,2.7,0.8,30,6,16,4,9,23.787,31.054,48.593,69.956,0.198,1.541,3.533,3.04,29.056,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,235.554
2.9,2.7,0.8,30,6,16,4,9,23.512,31.319,46.42,74.31,0.189,1.679,3.83,3.132,29.296,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,241.653
2.9,2.7,0.8,30,6,16,4,9,22.908,30.34,47.96,70.737,0.192,1.591,3.603,3.049,30.875,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,239.102
2.9,2.7,0.8,30,6,16,4,9,23.046,31.655,47.417,70.399,0.192,1.67,3.449,2.975,30.108,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,236.154
2.9,2.7,0.8,30,6,16,4,9,22.549,30.4,47.794,70.264,0.199,1.579,3.345,3.086,27.145,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,235.874
2.9,2.7,0.8,30,6,16,4,9,22.381,31.023,48.618,71.245,0.212,1.636,3.473,2.944,28.814,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,236.107
2.9,2.7,0.8,30,6,16,4,9,23.135,30.422,46.968,70.052,0.199,1.551,3.23,2.951,31.185,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,240.815
2.9,2.7,0.8,30,6,16,4,9,22.815,31.408,46.921,72.959,0.198,1.672,3.601,2.959,31.723,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,236.24
2.9,2.7,0.8,30,6,16,4,9,23.346,31.984,46.424,70.95,0.213,1.703,3.443,3.025,32.063,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,240.215
2.9,2.7,0.8,30,6,16,4,9,23.0,31.0,48.0,72.0,0.2,1.6,5.0,3.0,30.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,240.2
2.9,2.7,0.8,30,6,16,4,9,23.515,30.248,48.295,71.22,0.192,1.563,4.846,3.022,29.164,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,239.041
2.9,2.7,0.8,30,6,16,4,9,22.613,30.543,47.326,71.701,0.2,1.527,5.217,2.852,30.616,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,238.173
2.9,2.7,0.8,30,6,16,4,9,22.899,31.236,47.42,70.365,0.204,1.711,4.786,3.231,28.449,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,240.581
2.9,2.7,0.8,30,6,16,4,9,22.859,29.676,48.205,70.029,0.201,1.534,4.784,3.151,31.237,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,237.307
2.9,2.7,0.8,30,6,16,4,9,22.997,30.866,49.405,71.655,0.191,1.564,4.914,2.997,30.418,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,237.294
2.9,2.7,0.8,30,6,16,4,9,23.034,31.083,47.437,70.79,0.186,1.553,5.117,2.81,29.28,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,241.145
2.9,2.7,0.8,30,6,16,4,9,22.649,30.939,48.566,73.521,0.206,1.601,5.276,2.96,29.278,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,242.443
2.9,2.7,0.8,30,6,16,4,9,23.11,31.808,46.789,70.711,0.194,1.625,4.879,3.033,30.145,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,240.953
2.9,2.7,0.8,30,6,16,4,9,23.247,29.762,47.242,68.816,0.192,1.578,4.711,3.144,31.053,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,242.634
2.9,2.7,0.8,30,6,16,4,9,23.0,31.0,48.0,72.0,0.2,1.6,2.0,3.0,60.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,274.1
2.9,2.7,0.8,30,6,16,4,9,22.07,31.257,49.693,70.368,0.192,1.573,1.937,3.212,59.168,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,275.296
2.9,2.7,0.8,30,6,16,4,9,22.955,31.163,47.73,72.48,0.199,1.718,1.973,2.874,64.156,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,273.956
2.9,2.7,0.8,30,6,16,4,9,22.708,31.226,47.96,72.679,0.201,1.509,1.947,2.907,61.168,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,276.82
2.9,2.7,0.8,30,6,16,4,9,22.269,30.384,49.599,70.228,0.207,1.561,1.92,3.045,56.85,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,269.305
2.9,2.7,0.8,30,6,16,4,9,22.413,31.319,47.098,74.034,0.196,1.61,2.024,3.103,62.079,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,269.551
2.9,2.7,0.8,30,6,16,4,9,22.76,30.667,47.702,71.913,0.212,1.499,2.003,2.865,55.592,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,271.41
2.9,2.7,0.8,30,6,16,4,9,23.802,31.177,49.198,73.414,0.213,1.51,1.98,2.919,55.773,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,270.911
2.9,2.7,0.8,30,6,16,4,9,23.271,31.897,48.179,69.611,0.187,1.658,1.918,2.869,59.848,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,271.599
2.9,2.7,0.8,30,6,16,4,9,22.55,30.885,48.009,70.172,0.197,1.625,1.979,3.108,58.563,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,276.716
2.9,2.7,0.8,30,6,16,4,9,23.0,31.0,48.0,72.0,0.2,1.6,3.5,3.0,60.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,266.8
2.9,2.7,0.8,30,6,16,4,9,22.658,31.096,48.708,71.409,0.183,1.694,3.362,2.967,59.807,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,266.867
2.9,2.7,0.8,30,6,16,4,9,23.064,30.667,46.728,73.949,0.208,1.629,3.343,2.892,58.777,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,268.831
2.9,2.7,0.8,30,6,16,4,9,23.192,31.165,46.836,72.046,0.2,1.626,3.277,3.157,59.824,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,269.908
2.9,2.7,0.8,30,6,16,4,9,22.777,30.81,49.693,71.424,0.214,1.521,3.721,2.933,59.49,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,266.858
2.9,2.7,0.8,30,6,16,4,9,23.294,30.501,48.166,72.693,0.188,1.643,3.4,2.875,58.86,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,268.002
2.9,2.7,0.8,30,6,16,4,9,23.299,30.952,48.5,73.981,0.211,1.503,3.434,2.962,62.013,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,264.193
2.9,2.7,0.8,30,6,16,4,9,22.463,30.394,48.736,73.239,0.2,1.7,3.341,2.906,57.357,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,269.703
2.9,2.7,0.8,30,6,16,4,9,23.475,30.285,46.817,71.782,0.199,1.54,3.528,2.996,57.553,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,271.651
2.9,2.7,0.8,30,6,16,4,9,22.611,30.827,47.849,71.667,0.205,1.642,3.556,3.126,65.415,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,264.472
2.9,2.7,0.8,30,6,16,4,9,23.0,31.0,48.0,72.0,0.2,1.6,5.0,3.0,60.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,262.6
2.9,2.7,0.8,30,6,16,4,9,22.937,30.412,46.447,71.22,0.197,1.509,4.694,3.184,54.432,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,258.286
2.9,2.7,0.8,30,6,16,4,9,23.343,31.43,48.025,72.748,0.186,1.68,4.705,3.004,65.563,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,263.573
2.9,2.7,0.8,30,6,16,4,9,23.584,31.329,46.5,70.43,0.189,1.558,5.144,2.973,58.197,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,256.835
2.9,2.7,0.8,30,6,16,4,9,23.409,30.777,47.168,70.927,0.2,1.703,4.793,2.781,61.968,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,261.472
2.9,2.7,0.8,30,6,16,4,9,23.593,31.085,48.969,68.75,0.19,1.593,4.773,3.225,57.769,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,263.889
2.9,2.7,0.8,30,6,16,4,9,23.105,31.652,48.511,73.314,0.208,1.573,4.814,2.848,63.774,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,260.509
2.9,2.7,0.8,30,6,16,4,9,22.486,30.799,48.626,70.171,0.204,1.515,4.896,3.247,58.546,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,268.766
2.9,2.7,0.8,30,6,16,4,9,23.165,31.361,48.636,72.428,0.191,1.687,5.245,2.882,57.333,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,266.508
2.9,2.7,0.8,30,6,16,4,9,23.202,31.248,47.423,70.943,0.19,1.556,4.991,2.869,59.326,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,260.185
2.9,2.7,0.8,30,6,16,4,9,23.0,31.0,48.0,72.0,0.2,1.6,2.0,3.0,90.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,277.1
2.9,2.7,0.8,30,6,16,4,9,22.43,31.069,47.492,70.418,0.2,1.612,1.961,2.926,88.79,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,283.032
2.9,2.7,0.8,30,6,16,4,9,23.321,31.017,47.234,73.036,0.199,1.455,1.891,2.888,94.924,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,279.265
2.9,2.7,0.8,30,6,16,4,9,23.713,30.754,48.953,69.097,0.207,1.564,2.055,3.088,91.683,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,281.513
2.9,2.7,0.8,30,6,16,4,9,22.585,30.222,47.029,73.196,0.199,1.603,2.123,2.822,83.397,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,275.417
2.9,2.7,0.8,30,6,16,4,9,22.687,32.024,49.253,70.994,0.208,1.564,1.903,3.13,89.928,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,276.634
2.9,2.7,0.8,30,6,16,4,9,22.748,32.35,47.094,72.688,0.216,1.508,1.87,3.088,85.758,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,274.807
2.9,2.7,0.8,30,6,16,4,9,22.737,32.083,47.215,74.74,0.205,1.55,2.017,3.033,92.332,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,277.654
2.9,2.7,0.8,30,6,16,4,9,23.245,31.829,49.174,70.249,0.197,1.505,2.052,3.086,93.024,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,270.744
2.9,2.7,0.8,30,6,16,4,9,23.753,32.101,48.303,72.604,0.215,1.615,2.103,2.889,90.399,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,276.217
2.9,2.7,0.8,30,6,16,4,9,23.0,31.0,48.0,72.0,0.2,1.6,3.5,3.0,90.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,272.9
2.9,2.7,0.8,30,6,16,4,9,22.554,31.012,46.832,73.301,0.196,1.565,3.303,3.19,89.478,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,269.636
2.9,2.7,0.8,30,6,16,4,9,22.308,31.639,48.695,70.576,0.207,1.694,3.694,3.092,89.795,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,275.232
2.9,2.7,0.8,30,6,16,4,9,22.997,30.763,47.379,69.94,0.194,1.687,3.785,2.971,88.463,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,267.959
2.9,2.7,0.8,30,6,16,4,9,22.351,30.305,49.59,72.229,0.201,1.673,3.41,2.881,84.739,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,271.507
2.9,2.7,0.8,30,6,16,4,9,23.063,31.682,49.321,69.277,0.211,1.65,3.71,3.156,88.569,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,277.244
2.9,2.7,0.8,30,6,16,4,9,22.815,30.766,46.978,70.736,0.204,1.743,3.347,2.997,96.6,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,271.26
2.9,2.7,0.8,30,6,16,4,9,22.222,32.246,46.071,71.803,0.198,1.543,3.349,3.209,85.469,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,273.551
2.9,2.7,0.8,30,6,16,4,9,22.808,30.173,47.156,73.446,0.2,1.662,3.584,3.005,93.267,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,276.703
2.9,2.7,0.8,30,6,16,4,9,22.428,31.014,48.775,70.734,0.214,1.704,3.333,3.209,85.473,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,276.436
2.9,2.7,0.8,30,6,16,4,9,23.0,31.0,48.0,72.0,0.2,1.6,5.0,3.0,90.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,266.8
2.9,2.7,0.8,30,6,16,4,9,22.848,32.109,48.747,70.051,0.188,1.514,5.096,3.287,87.585,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,271.685
2.9,2.7,0.8,30,6,16,4,9,22.424,31.296,50.235,73.724,0.208,1.497,5.006,3.006,92.117,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,271.983
2.9,2.7,0.8,30,6,16,4,9,22.426,30.429,47.625,73.915,0.192,1.609,4.714,2.897,89.226,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,266.68
2.9,2.7,0.8,30,6,16,4,9,22.693,30.902,49.7,70.106,0.192,1.624,4.997,2.761,97.293,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,263.895
2.9,2.7,0.8,30,6,16,4,9,22.87,31.732,46.862,69.314,0.199,1.539,4.688,3.139,86.032,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,270.015
2.9,2.7,0.8,30,6,16,4,9,22.358,32.02,47.853,74.944,0.205,1.629,4.718,2.832,86.774,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,263.416
2.9,2.7,0.8,30,6,16,4,9,22.647,31.467,47.266,72.722,0.191,1.65,4.692,3.197,84.656,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,270.995
2.9,2.7,0.8,30,6,16,4,9,23.466,31.74,47.744,71.059,0.189,1.524,4.872,3.082,89.866,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,264.165
2.9,2.7,0.8,30,6,16,4,9,23.668,30.36,48.899,74.526,0.207,1.545,5.195,2.908,88.08,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,263.678
2.8,3.2,0.8,40,8,2,11,11,23.0,31.0,48.0,72.0,0.2,1.6,2.0,3.0,60.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,220.4
2.8,3.2,0.8,40,8,2,11,11,22.83,31.76,45.968,71.019,0.211,1.647,1.999,2.812,62.717,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,215.178
2.8,3.2,0.8,40,8,2,11,11,23.452,30.311,46.821,69.859,0.196,1.597,2.016,3.08,60.285,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,223.281
2.8,3.2,0.8,40,8,2,11,11,22.951,29.951,49.337,71.832,0.21,1.591,2.098,2.819,58.357,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,220.452
2.8,3.2,0.8,40,8,2,11,11,23.357,30.628,47.15,73.672,0.217,1.607,2.022,3.182,60.782,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,225.199
2.8,3.2,0.8,40,8,2,11,11,23.288,30.996,46.232,71.777,0.212,1.596,1.839,3.159,62.25,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,217.851
2.8,3.2,0.8,40,8,2,11,11,23.612,30.422,48.467,71.491,0.193,1.53,2.026,3.18,63.175,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,221.171
