plant.name,plant.cultivar,plant.genotype,plant.phenotypes.plagiotropic_node_number,plant.phenotypes.plagiotropic_node_distance,plant.phenotypes.orthotropic_branch_length,plant.phenotypes.orthotropic_branch_node_number,plant.phenotypes.height,plant.phenotypes.diameter,plant.phenotypes.leaf_area,model.name,model.tank_volume,model.rotors.number,model.nozzles.type,model.nozzles.number,experiment.name,experiment.weather.temperature.min,experiment.weather.temperature.max,experiment.weather.humidity.min,experiment.weather.humidity.max,experiment.weather.velocity.min,experiment.weather.velocity.max,experiment.params.height,experiment.params.flight_speed,experiment.params.spray_volume,experiment.results.coverage.value,experiment.results.coverage.CV,experiment.results.droplet_size.value,experiment.results.droplet_size.max,experiment.results.droplet_size.CV
coffee,enmcapa,A1,14.67,3.89,70.33,17.66,1.54,1.6,67.4,JT5L-404,5,6,full cone,4,T2,25.0,30.0,55.0,80.0,0.5,2.5,3.0,4.0,10.0,9.5,30.1,328.0,341.0,4.0
coffee,enmcapa,A1,14.672,3.902,70.647,17.561,1.53,1.6,66.879,JT5L-404,5,6,full cone,4,T2,24.655,29.74,54.646,78.597,0.518,2.565,3.125,4.245,9.514,9.515,30.442,334.991,342.495,3.991
coffee,enmcapa,A1,14.634,3.881,70.327,17.561,1.531,1.6,67.346,JT5L-404,5,6,full cone,4,T2,24.244,30.082,55.984,81.069,0.469,2.464,3.154,3.86,9.48,9.596,29.626,325.968,339.294,3.937
coffee,enmcapa,A1,14.763,3.869,70.294,17.808,1.541,1.6,67.165,JT5L-404,5,6,full cone,4,T2,24.579,28.785,54.2,77.119,0.492,2.45,2.843,4.015,9.367,9.401,29.792,326.173,338.898,3.973
coffee,enmcapa,A1,14.654,3.891,70.243,17.554,1.545,1.6,67.246,JT5L-404,5,6,full cone,4,T2,25.507,29.575,56.484,78.119,0.515,2.692,2.869,4.124,10.053,9.467,30.335,327.766,343.581,4.063
coffee,enmcapa,A1,14.657,3.885,69.71,17.585,1.544,1.6,67.647,JT5L-404,5,6,full cone,4,T2,24.954,30.151,53.81,78.651,0.481,2.534,2.981,3.826,9.875,9.541,30.03,324.596,340.616,4.034
coffee,enmcapa,A1,14.585,3.889,69.701,17.772,1.542,1.6,67.891,JT5L-404,5,6,full cone,4,T2,23.808,30.454,55.993,81.457,0.469,2.505,3.063,3.691,9.986,9.573,30.155,324.448,337.913,3.979
coffee,enmcapa,A1,14.738,3.909,70.082,17.574,1.549,1.6,67.839,JT5L-404,5,6,full cone,4,T2,25.699,29.905,54.541,81.5,0.485,2.643,3.218,3.952,10.529,9.329,30.012,324.857,335.601,4.082
coffee,enmcapa,A1,14.714,3.908,69.915,17.689,1.541,1.6,67.256,JT5L-404,5,6,full cone,4,T2,26.031,30.09,54.905,81.467,0.516,2.607,3.089,3.705,9.055,9.66,29.91,320.938,345.591,3.96
coffee,enmcapa,A1,14.683,3.91,70.547,17.754,1.548,1.6,67.221,JT5L-404,5,6,full cone,4,T2,25.437,29.924,56.477,80.291,0.488,2.595,2.99,3.903,10.207,9.46,30.129,329.96,339.39,4.002
coffee,enmcapa,A1,14.67,3.89,70.33,17.66,1.54,1.6,67.4,JT5L-404,5,6,full cone,4,T3,25.0,30.0,55.0,80.0,0.5,2.5,4.0,4.0,10.0,8.1,30.1,314.0,341.0,8.7
coffee,enmcapa,A1,14.7,3.883,70.71,17.63,1.55,1.6,67.447,JT5L-404,5,6,full cone,4,T3,24.797,31.383,54.52,80.234,0.466,2.706,3.851,4.259,9.067,7.972,29.453,317.512,339.811,8.63
coffee,enmcapa,A1,14.622,3.914,70.063,17.739,1.542,1.6,67.778,JT5L-404,5,6,full cone,4,T3,25.16,31.019,56.499,80.544,0.512,2.533,3.905,3.996,10.17,8.134,29.871,315.754,345.45,8.562
coffee,enmcapa,A1,14.768,3.886,70.654,17.728,1.532,1.6,67.54,JT5L-404,5,6,full cone,4,T3,25.14,29.633,56.892,82.168,0.528,2.313,3.936,4.05,10.173,8.192,30.158,316.47,337.878,8.714
coffee,enmcapa,A1,14.759,3.871,70.214,17.686,1.531,1.6,67.107,JT5L-404,5,6,full cone,4,T3,24.249,30.874,56.519,81.486,0.471,2.694,3.883,3.818,10.458,8.284,30.438,317.516,338.314,8.708
coffee,enmcapa,A1,14.657,3.881,70.038,17.64,1.537,1.6,67.327,JT5L-404,5,6,full cone,4,T3,25.202,30.494,55.12,82.884,0.48,2.543,4.032,3.936,9.415,8.174,29.631,305.73,346.6,8.938
coffee,enmcapa,A1,14.724,3.881,70.419,17.768,1.532,1.6,67.669,JT5L-404,5,6,full cone,4,T3,25.809,30.101,54.627,80.129,0.478,2.502,3.79,4.2,9.756,8.308,29.647,309.95,336.584,8.697
coffee,enmcapa,A1,14.608,3.904,70.148,17.758,1.543,1.6,67.919,JT5L-404,5,6,full cone,4,T3,24.841,29.987,55.03,80.17,0.529,2.275,4.057,3.902,9.642,8.008,29.432,318.979,343.784,8.748
coffee,enmcapa,A1,14.632,3.892,69.878,17.647,1.546,1.6,66.891,JT5L-404,5,6,full cone,4,T3,25.267,28.695,55.508,80.002,0.503,2.367,4.306,3.862,10.551,8.161,30.197,318.496,337.283,8.616
coffee,enmcapa,A1,14.708,3.877,69.911,17.783,1.548,1.6,67.263,JT5L-404,5,6,full cone,4,T3,25.829,29.982,54.814,79.984,0.509,2.629,3.902,3.931,9.917,8.016,30.301,309.774,340.337,8.814
coffee,tributum,LB1,17.33,3.86,72.83,19.66,1.4,1.53,60.2,JT5L-404,5,6,full cone,4,T4,25.0,30.0,55.0,80.0,0.5,2.5,2.0,4.0,10.0,7.3,30.1,329.0,362.0,10.0
coffee,tributum,LB1,17.263,3.873,73.003,19.768,1.408,1.53,59.889,JT5L-404,5,6,full cone,4,T4,24.262,29.899,54.683,80.035,0.507,2.589,1.835,4.209,10.446,7.353,30.083,324.682,361.606,9.962
coffee,tributum,LB1,17.416,3.851,72.594,19.656,1.394,1.53,60.022,JT5L-404,5,6,full cone,4,T4,25.643,31.178,55.772,83.119,0.465,2.508,2.173,4.221,10.424,7.314,30.092,329.673,361.609,9.802
coffee,tributum,LB1,17.312,3.871,73.032,19.619,1.403,1.53,60.527,JT5L-404,5,6,full cone,4,T4,24.911,30.054,54.706,77.832,0.491,2.513,1.882,3.952,10.331,7.25,30.531,329.855,359.975,9.982
coffee,tributum,LB1,17.469,3.859,72.876,19.518,1.407,1.53,59.917,JT5L-404,5,6,full cone,4,T4,26.117,29.741,55.161,79.84,0.484,2.553,1.971,4.149,9.123,7.468,30.488,332.052,363.297,10.058
coffee,tributum,LB1,17.398,3.877,73.117,19.665,1.394,1.53,60.059,JT5L-404,5,6,full cone,4,T4,25.456,30.495,55.473,79.056,0.504,2.415,1.843,3.827,10.444,7.28,29.886,327.917,359.014,10.198
coffee,tributum,LB1,17.378,3.838,72.598,19.614,1.411,1.53,60.721,JT5L-404,5,6,full cone,4,T4,24.588,30.708,55.042,78.898,0.533,2.6,1.971,4.254,10.077,7.283,30.183,330.565,363.462,9.931
coffee,tributum,LB1,17.344,3.859,73.121,19.62,1.392,1.53,60.098,JT5L-404,5,6,full cone,4,T4,25.463,31.178,55.908,78.752,0.452,2.505,2.052,4.241,9.489,7.203,29.645,330.549,357.719,9.941
coffee,tributum,LB1,17.337,3.851,72.961,19.734,1.393,1.53,60.723,JT5L-404,5,6,full cone,4,T4,25.467,29.048,55.668,79.181,0.507,2.417,1.956,4.17,9.39,7.359,30.034,327.904,367.811,9.988
coffee,tributum,LB1,17.325,3.852,73.159,19.74,1.408,1.53,60.001,JT5L-404,5,6,full cone,4,T4,25.372,30.798,55.294,82.315,0.475,2.652,2.029,3.909,9.771,7.172,29.73,323.898,360.846,9.96
coffee,tributum,LB1,17.33,3.86,72.83,19.66,1.4,1.53,60.2,JT5L-404,5,6,full cone,4,T5,25.0,30.0,55.0,80.0,0.5,2.5,3.0,4.0,10.0,7.0,30.1,337.0,353.0,4.9
coffee,tributum,LB1,17.253,3.863,72.639,19.76,1.391,1.53,60.203,JT5L-404,5,6,full cone,4,T5,25.348,29.413,53.282,82.119,0.467,2.546,3.085,3.909,9.456,6.867,29.973,342.188,357.869,4.852
coffee,tributum,LB1,17.332,3.84,73.055,19.608,1.389,1.53,60.257,JT5L-404,5,6,full cone,4,T5,24.421,30.92,56.103,78.498,0.498,2.436,3.215,3.959,10.142,7.019,30.032,333.591,350.071,4.784
coffee,tributum,LB1,17.394,3.847,72.883,19.67,1.407,1.53,59.97,JT5L-404,5,6,full cone,4,T5,25.04,30.921,53.937,82.372,0.502,2.29,2.899,3.809,9.83,6.864,30.528,331.377,357.384,4.856
coffee,tributum,LB1,17.182,3.853,73.204,19.587,1.41,1.53,59.899,JT5L-404,5,6,full cone,4,T5,25.256,29.239,55.173,76.997,0.492,2.601,2.85,3.909,9.521,7.081,29.629,335.029,355.435,4.908
coffee,tributum,LB1,17.219,3.872,72.532,19.822,1.396,1.53,60.418,JT5L-404,5,6,full cone,4,T5,24.786,30.207,55.537,80.056,0.517,2.66,2.727,4.171,9.879,6.981,29.772,335.076,353.295,4.953
coffee,tributum,LB1,17.346,3.842,72.772,19.829,1.404,1.53,60.469,JT5L-404,5,6,full cone,4,T5,25.333,29.673,53.998,79.362,0.529,2.391,3.211,3.828,10.642,7.076,30.01,334.397,357.392,4.893
coffee,tributum,LB1,17.47,3.887,73.287,19.589,1.399,1.53,59.826,JT5L-404,5,6,full cone,4,T5,24.262,30.223,54.149,81.815,0.491,2.46,3.215,3.734,10.121,6.862,29.521,338.358,352.213,4.842
coffee,tributum,LB1,17.265,3.868,72.423,19.601,1.407,1.53,60.183,JT5L-404,5,6,full cone,4,T5,24.445,30.443,53.891,79.885,0.471,2.577,2.836,4.135,9.246,6.994,29.889,341.497,354.07,4.935
coffee,tributum,LB1,17.27,3.872,73.243,19.535,1.408,1.53,60.028,JT5L-404,5,6,full cone,4,T5,24.243,30.696,56.017,80.112,0.52,2.449,3.184,4.224,10.342,7.055,30.007,340.923,349.475,4.988
coffee,tributum,LB1,17.33,3.86,72.83,19.66,1.4,1.53,60.2,JT5L-404,5,6,full cone,4,T6,25.0,30.0,55.0,80.0,0.5,2.5,4.0,4.0,10.0,6.9,30.1,327.0,360.0,10.0
coffee,tributum,LB1,17.228,3.829,72.831,19.774,1.394,1.53,59.868,JT5L-404,5,6,full cone,4,T6,24.23,30.108,57.041,77.565,0.517,2.374,3.863,3.81,10.024,6.956,30.54,324.913,357.57,10.181
coffee,tributum,LB1,17.455,3.877,73.244,19.72,1.386,1.53,60.13,JT5L-404,5,6,full cone,4,T6,24.886,29.251,55.308,80.907,0.529,2.563,4.141,4.033,9.352,7.006,29.227,321.092,358.872,9.909
coffee,tributum,LB1,17.336,3.87,72.665,19.802,1.41,1.53,59.948,JT5L-404,5,6,full cone,4,T6,25.345,30.532,56.8,81.428,0.517,2.472,4.256,4.214,9.679,6.841,30.464,324.513,363.933,9.962
coffee,tributum,LB1,17.458,3.834,72.615,19.576,1.405,1.53,60.03,JT5L-404,5,6,full cone,4,T6,25.6,29.775,54.257,77.713,0.479,2.574,3.772,3.704,10.382,6.985,30.293,325.278,361.755,9.977
coffee,tributum,LB1,17.339,3.844,73.033,19.743,1.394,1.53,60.599,JT5L-404,5,6,full cone,4,T6,26.011,30.872,55.81,83.258,0.548,2.462,4.007,4.032,9.648,6.768,30.209,325.529,361.636,9.872
coffee,tributum,LB1,17.39,3.844,72.244,19.559,1.408,1.53,60.175,JT5L-404,5,6,full cone,4,T6,24.357,29.619,54.59,80.59,0.492,2.701,4.197,3.886,10.101,6.825,29.379,321.929,358.234,9.969
coffee,tributum,LB1,17.323,3.852,72.374,19.735,1.404,1.53,60.25,JT5L-404,5,6,full cone,4,T6,25.472,29.258,55.978,80.03,0.495,2.675,3.901,3.86,10.087,6.861,30.437,327.623,355.96,9.918
coffee,tributum,LB1,17.403,3.854,73.17,19.609,1.391,1.53,59.909,JT5L-404,5,6,full cone,4,T6,24.527,30.619,54.095,78.347,0.476,2.653,3.701,3.744,10.316,6.989,29.37,332.103,366.454,10.042
coffee,tributum,LB1,17.278,3.841,73.178,19.791,1.411,1.53,60.549,JT5L-404,5,6,full cone,4,T6,25.279,30.788,54.008,81.675,0.532,2.526,3.837,4.142,9.503,6.904,30.644,325.127,357.006,9.991
coffee,tributum,P1,15.0,3.75,71.5,19.0,1.56,1.71,63.6,JT5L-404,5,6,full cone,4,T7,25.0,30.0,55.0,80.0,0.5,2.5,2.0,4.0,10.0,6.9,30.1,322.0,350.0,8.7
coffee,tributum,P1,15.049,3.773,71.263,18.86,1.553,1.71,63.415,JT5L-404,5,6,full cone,4,T7,25.428,30.729,54.413,80.256,0.482,2.374,2.026,4.123,10.527,6.945,29.807,316.232,354.467,8.935
coffee,tributum,P1,14.989,3.761,71.823,19.031,1.564,1.71,63.361,JT5L-404,5,6,full cone,4,T7,24.408,30.457,52.698,77.682,0.529,2.549,2.009,3.827,10.207,6.965,29.931,318.946,350.064,8.646
coffee,tributum,P1,14.887,3.731,72.03,18.919,1.56,1.71,63.449,JT5L-404,5,6,full cone,4,T7,25.319,31.036,55.839,81.832,0.528,2.556,1.824,4.162,10.066,6.902,30.64,330.918,349.12,8.835
coffee,tributum,P1,14.898,3.744,71.531,18.841,1.564,1.71,63.657,JT5L-404,5,6,full cone,4,T7,24.541,30.397,53.61,79.69,0.53,2.645,1.96,4.135,9.427,6.766,29.669,325.312,352.938,8.608
coffee,tributum,P1,15.008,3.752,71.165,19.129,1.569,1.71,63.633,JT5L-404,5,6,full cone,4,T7,24.637,29.987,55.23,81.371,0.477,2.657,1.981,3.78,9.787,6.901,30.531,319.106,351.355,8.691
coffee,tributum,P1,15.033,3.765,71.479,18.952,1.559,1.71,63.056,JT5L-404,5,6,full cone,4,T7,25.72,30.703,55.427,82.281,0.51,2.491,2.031,4.185,10.084,6.897,29.505,323.49,351.118,8.842
coffee,tributum,P1,14.902,3.777,71.046,19.058,1.572,1.71,63.816,JT5L-404,5,6,full cone,4,T7,24.32,30.612,56.527,83.405,0.454,2.364,1.97,3.851,10.238,6.924,29.9,328.882,353.317,8.789
coffee,tributum,P1,14.921,3.758,71.28,19.0,1.554,1.71,63.838,JT5L-404,5,6,full cone,4,T7,24.645,29.829,55.926,80.845,0.469,2.416,1.983,3.808,10.057,7.003,29.998,318.484,346.331,8.863
coffee,tributum,P1,14.983,3.766,71.19,19.13,1.561,1.71,63.586,JT5L-404,5,6,full cone,4,T7,25.645,29.811,53.868,78.503,0.515,2.326,2.069,3.953,10.306,6.861,30.062,328.423,347.92,8.763
coffee,tributum,P1,15.0,3.75,71.5,19.0,1.56,1.71,63.6,JT5L-404,5,6,full cone,4,T8,25.0,30.0,55.0,80.0,0.5,2.5,3.0,4.0,10.0,7.0,30.1,330.0,350.0,6.1
coffee,tributum,P1,15.079,3.744,71.727,18.969,1.568,1.71,63.061,JT5L-404,5,6,full cone,4,T8,25.143,29.694,54.58,78.736,0.455,2.522,2.893,3.944,9.513,7.105,30.065,333.952,347.843,5.96
coffee,tributum,P1,14.891,3.751,71.177,18.936,1.572,1.71,63.223,JT5L-404,5,6,full cone,4,T8,24.18,29.355,54.717,79.458,0.492,2.463,3.094,4.027,10.175,6.952,30.121,328.832,347.686,6.035
coffee,tributum,P1,15.017,3.737,71.528,19.035,1.554,1.71,63.997,JT5L-404,5,6,full cone,4,T8,24.974,29.437,54.246,77.967,0.5,2.518,3.05,4.018,10.774,6.964,29.845,331.664,343.86,6.096
coffee,tributum,P1,14.991,3.72,71.474,18.962,1.554,1.71,63.793,JT5L-404,5,6,full cone,4,T8,24.62,29.077,54.663,77.926,0.465,2.598,2.818,4.341,9.467,6.946,30.304,334.542,349.208,6.2
coffee,tributum,P1,15.05,3.734,71.851,19.048,1.55,1.71,63.483,JT5L-404,5,6,full cone,4,T8,24.634,29.731,57.075,81.01,0.494,2.548,2.866,3.825,9.501,6.982,29.341,327.169,358.325,6.028
coffee,tributum,P1,15.065,3.732,71.759,18.991,1.556,1.71,63.425,JT5L-404,5,6,full cone,4,T8,24.786,30.352,56.12,81.038,0.519,2.599,2.811,4.212,9.639,7.111,29.674,332.382,348.838,6.087
coffee,tributum,P1,14.991,3.747,71.55,19.059,1.566,1.71,63.855,JT5L-404,5,6,full cone,4,T8,25.089,30.628,54.094,77.616,0.48,2.586,2.762,4.085,10.079,6.98,30.25,331.236,341.505,6.078
coffee,tributum,P1,15.049,3.737,70.88,18.852,1.563,1.71,63.368,JT5L-404,5,6,full cone,4,T8,26.074,29.748,54.862,79.288,0.523,2.551,2.909,3.928,10.006,6.896,30.14,327.07,344.121,6.019
coffee,tributum,P1,15.041,3.726,71.556,18.922,1.563,1.71,63.562,JT5L-404,5,6,full cone,4,T8,24.681,30.399,57.104,79.381,0.518,2.523,3.099,4.027,9.05,7.044,30.077,323.855,347.256,6.071
coffee,tributum,P1,15.0,3.75,71.5,19.0,1.56,1.71,63.6,JT5L-404,5,6,full cone,4,T9,25.0,30.0,55.0,80.0,0.5,2.5,4.0,4.0,10.0,6.7,30.1,330.0,367.0,11.2
coffee,tributum,P1,14.917,3.737,71.471,18.992,1.564,1.71,63.876,JT5L-404,5,6,full cone,4,T9,24.662,30.136,55.957,77.692,0.521,2.601,4.053,3.801,9.393,6.736,29.577,326.673,367.867,10.989
coffee,tributum,P1,15.124,3.77,71.555,18.917,1.554,1.71,63.56,JT5L-404,5,6,full cone,4,T9,25.939,30.481,56.439,78.739,0.51,2.557,3.987,4.225,10.407,6.653,30.088,334.338,371.5,11.28
coffee,tributum,P1,15.014,3.736,71.031,18.965,1.571,1.71,63.765,JT5L-404,5,6,full cone,4,T9,24.717,29.205,55.205,79.904,0.526,2.29,3.865,3.871,9.509,6.664,30.065,329.824,367.24,11.311
coffee,tributum,P1,15.001,3.747,71.229,18.912,1.553,1.71,63.642,JT5L-404,5,6,full cone,4,T9,24.721,30.537,55.064,80.267,0.466,2.555,4.162,3.866,10.189,6.779,30.429,329.103,365.883,10.944
coffee,tributum,P1,15.083,3.725,70.867,18.989,1.567,1.71,63.748,JT5L-404,5,6,full cone,4,T9,25.381,29.686,55.263,82.402,0.535,2.598,3.894,3.944,10.492,6.669,30.225,333.311,368.811,11.11
coffee,tributum,P1,14.948,3.773,71.52,19.035,1.563,1.71,63.654,JT5L-404,5,6,full cone,4,T9,25.016,30.349,53.642,79.658,0.495,2.44,3.839,3.668,10.703,6.71,30.425,337.396,373.359,11.431
coffee,tributum,P1,15.118,3.75,71.643,18.902,1.564,1.71,63.836,JT5L-404,5,6,full cone,4,T9,24.474,29.989,54.793,82.059,0.528,2.377,4.275,3.973,9.93,6.809,30.238,334.522,365.327,11.233
coffee,tributum,P1,14.906,3.758,71.847,18.993,1.554,1.71,64.102,JT5L-404,5,6,full cone,4,T9,25.483,29.203,56.032,83.22,0.5,2.511,3.833,3.964,10.25,6.89,30.289,327.449,371.613,10.932
coffee,tributum,P1,15.027,3.766,71.72,18.89,1.554,1.71,64.038,JT5L-404,5,6,full cone,4,T9,24.382,29.069,54.802,82.146,0.518,2.724,3.657,4.244,10.012,6.764,30.465,330.11,367.245,11.249
